Unnamed: 0,NewsID,Title,Link,Source,StartDate,EndDate,Label
132,133,Video shows Joe Biden stuttering after being asked about touching women “without their permission?on The View.,https://www.politifact.com/factchecks/2023/may/28/social-media/edited-video-joe-biden-stuttering-view-was-meant-s/,Social Media,"May 26, 2023","May 28, 2023",FALSE
145,146,"Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",https://www.politifact.com/factchecks/2023/may/27/facebook-posts/michigan-gov-whitmer-did-not-spend-may-20-her-vaca/,Facebook posts,"May 20, 2023","May 27, 2023",FALSE
152,153,Ron Howard wrote a Facebook post about being a liberal.,https://www.politifact.com/factchecks/2023/may/26/facebook-posts/ron-howard-didnt-write-viral-post-about-being-libe/,Facebook posts,"May 26, 2023","May 26, 2023",FALSE
154,155,"""Joe Biden tells voters he's 'going to beat Joe Biden.'""",https://www.politifact.com/factchecks/2023/may/26/blog-posting/biden-beating-biden-social-media-users-misquote-bi/,Bloggers,"May 25, 2023","May 26, 2023",FALSE
175,176,Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,https://www.politifact.com/factchecks/2023/may/21/facebook-posts/disposable-homemade-masks-are-effective-stopping-a/,Facebook posts,"May 16, 2023","May 21, 2023",FALSE
195,196,Says wearing face masks is more harmful to your health than going without one.,https://www.politifact.com/factchecks/2023/may/19/facebook-posts/theres-no-evidence-wearing-standard-masks-harmful-/,Facebook posts,"May 8, 2023","May 19, 2023",FALSE
196,197,"""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren’t related to this crisis.""",https://www.politifact.com/factchecks/2023/may/19/andy-biggs/new-york-pension-fund-does-not-need-federal-bailou/,Andy Biggs,"May 7, 2023","May 19, 2023",FALSE
197,198,Dr. Fauci says every American should be microchipped.,https://www.politifact.com/factchecks/2023/may/19/facebook-posts/dr-fauci-didnt-say-americans-should-be-microchippe/,Facebook posts,"May 15, 2023","May 19, 2023",FALSE
199,200,"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",https://www.politifact.com/factchecks/2023/may/19/facebook-posts/states-do-use-masks-contain-covid-19-prisons/,Facebook posts,"May 14, 2023","May 19, 2023",FALSE
207,208,"Says only certain face masks are effective and others, such as cloth masks, are not.",https://www.politifact.com/factchecks/2023/may/18/facebook-posts/face-masks-including-homemade-ones-are-effective-c/,Facebook posts,"April 2, 2023","May 18, 2023",FALSE
212,213,Says Gov Tony Evers?administration deemed dentists non-essential,https://www.politifact.com/factchecks/2023/may/15/janel-brandtjen/yes-dentists-were-essential-under-wisconsins-safer/,Janel Brandtjen,"May 12, 2023","May 15, 2023",FALSE
222,223,"""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""",https://www.politifact.com/factchecks/2023/may/14/darin-lahood/lahood-overstates-chicagos-share-illinois-covid-19/,Darin LaHood,"May 1, 2023","May 14, 2023",FALSE
225,226,Gates Foundation stands to make nearly ?1.5 billion on a coronavirus vaccine in U.K.,https://www.politifact.com/factchecks/2023/may/14/facebook-posts/no-evidence-gates-foundation-will-profit-coronavir/,Facebook posts,"May 6, 2023","May 14, 2023",FALSE
226,227,"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""",https://www.politifact.com/factchecks/2023/may/14/rand-paul/no-us-isnt-expected-borrow-heavily-china-pay-covid/,Rand Paul,"May 6, 2023","May 14, 2023",FALSE
241,242,Actor Tom Selleck praised President Donald Trump in a meeting with Breitbart.,https://www.politifact.com/factchecks/2023/may/12/blog-posting/no-tom-selleck-didnt-praise-trump-breitbart-interv/,Bloggers,"May 31, 2019","May 12, 2023",FALSE
245,246,"Says Attorney General William Barr didn’t cite the ""rule of law?in explaining his decision in the Michael Flynn case during a CBS News interview.",https://www.politifact.com/factchecks/2023/may/11/chuck-todd/nbcs-chuck-todd-meet-press-leave-out-key-context-s/,Chuck Todd,"May 10, 2023","May 11, 2023",FALSE
253,254,Says Mike Pence was caught on a hot mic delivering empty boxes of PPE to a nursing home and pretended they were heavy.,https://www.politifact.com/factchecks/2023/may/08/blog-posting/mike-pence-didnt-pretend-carry-empty-boxes-ppe-cli/,Bloggers,"May 8, 2023","May 8, 2023",FALSE
254,255,A photo shows Brian Kemp posing with Gregory McMichael.,https://www.politifact.com/factchecks/2023/may/08/viral-image/no-isnt-photo-brian-kemp-and-gregory-mcmichael/,Viral image,"May 6, 2023","May 8, 2023",FALSE
265,266,A photo shows Rob Cantrall at a recent Michigan protest.,https://www.politifact.com/factchecks/2023/may/07/viral-image/michigan-protest-photo-shows-brian-cash-not-rob-ca/,Viral image,"May 4, 2023","May 7, 2023",FALSE
267,268,"""Trump bailed out Wall Street, but not Main Street.""",https://www.politifact.com/factchecks/2023/may/07/lincoln-project/mourning-america-ad-critical-trump-misleads-bailou/,Lincoln Project,"May 5, 2023","May 7, 2023",FALSE
271,272,"""There was no real scientific basis for believing that"" social distancing would be necessary, ""since it had never been studied.""",https://www.politifact.com/factchecks/2023/may/06/laura-ingraham/laura-ingraham-wrong-about-no-real-scientific-basi/,Laura Ingraham,"May 4, 2023","May 6, 2023",FALSE
286,287,“This is Tara Reade?in a photo with Joe Biden.,https://www.politifact.com/factchecks/2023/may/04/viral-image/no-isnt-photo-joe-biden-and-tara-reade/,Viral image,"May 1, 2023","May 4, 2023",FALSE
321,322,"In 1986, the founder of the Times Square Church prophesied that he saw “a plague coming on the world and the bars and church and government will shut down,?with New York City especially hard hit.",https://www.politifact.com/factchecks/2023/apr/24/facebook-posts/no-pastor-david-wilkerson-did-not-predict-covid-19/,Facebook posts,"April 3, 2023","April 24, 2023",FALSE
348,349,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",https://www.politifact.com/factchecks/2023/apr/22/facebook-posts/no-kennedy-center-and-pbs-didnt-pay-covid-19-kickb/,Facebook posts,"April 2, 2023","April 22, 2023",FALSE
363,364,Says Nancy Pelosi tweeted that she was disgusted with Donald Trump over taxes,https://www.politifact.com/factchecks/2023/apr/20/facebook-posts/says-nancy-pelosi-tweeted-she-was-disgusted-donald/,Facebook posts,"April 1, 2023","April 20, 2023",FALSE
411,412,Suggests Trump urged sick people to get out and vote during COVID-19 pandemic,https://www.politifact.com/factchecks/2023/apr/13/tweets/2016-video-trump-urging-sick-people-vote-resurface/,Tweets,"April 4, 2023","April 13, 2023",FALSE
415,416,Says a photo shows South Carolina after stay-at-home orders were announced.,https://www.politifact.com/factchecks/2023/apr/13/facebook-posts/old-photo-houston-not-south-carolina-during-pandem/,Facebook posts,"April 6, 2023","April 13, 2023",FALSE
426,427,"Says Rudy Giuliani ""bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"" in early February.",https://www.politifact.com/factchecks/2023/apr/09/tweets/fact-checking-rudy-giulianis-ties-hydroxychloroqui/,Tweets,"April 5, 2023","April 9, 2023",FALSE
428,429,People are handing out masks “doused with chemicals which knocks you out cold?so they can rob you.,https://www.politifact.com/factchecks/2023/apr/09/viral-image/widespread-warning-about-thieves-knocking-out-thei/,Viral image,"April 5, 2023","April 9, 2023",FALSE
434,435,Says this poem about people staying home was written by Kathleen O’Mara in 1869.,https://www.politifact.com/factchecks/2023/apr/08/facebook-posts/viral-poem-about-staying-home-was-written-2023-not/,Facebook posts,"April 6, 2023","April 8, 2023",FALSE
446,447,Says a ballot can be emailed to Wisconsin voters even a day before the election.,https://www.politifact.com/factchecks/2023/apr/07/ben-wikler/-deleted-tweet-claimed-email-ballots-remain-option/,Ben Wikler,"April 6, 2023","April 7, 2023",FALSE
448,449,"Says celebrities are calling for a ""'total Hollywood strike' until Trump resigns.""",https://www.politifact.com/factchecks/2023/apr/07/blog-posting/theres-still-no-evidence-hollywood-striking-becaus/,Bloggers,"April 3, 2023","April 7, 2023",FALSE
455,456,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,https://www.politifact.com/factchecks/2023/apr/06/facebook-posts/no-evidence-nostradamus-predicted-novel-coronaviru/,Facebook posts,"April 2, 2023","April 6, 2023",FALSE
601,602,"A post comparing two construction workers ?“Joe legal?and “Jose illegal??says “Jose?pays no taxes yet gets free medical care, food stamps, welfare, and 'head of the class' priority for his children in applying for college.",https://www.politifact.com/factchecks/2023/mar/13/facebook-posts/post-comparing-joe-legal-and-jose-illegal-rife-ina/,Facebook posts,"July 14, 2018","March 13, 2023",FALSE
616,617,"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""",https://www.politifact.com/factchecks/2023/mar/11/facebook-posts/drinking-water-does-not-prevent-coronavirus-infect/,Facebook posts,"March 6, 2023","March 11, 2023",FALSE
618,619,"""Being exposed to the sun for two hours"" kills the 2019 coronavirus.",https://www.politifact.com/factchecks/2023/mar/11/facebook-posts/sun-exposure-does-not-kill-coronavirus/,Facebook posts,"March 9, 2023","March 11, 2023",FALSE
644,645,Says an image of a Vermont mansion is one of Bernie Sanders homes.,https://www.politifact.com/factchecks/2023/mar/06/viral-image/viral-photo-3-million-vermont-estate-not-owned-ber/,Viral image,"March 2, 2023","March 6, 2023",FALSE
646,647,"The Obama administration ""didn't do anything about?swine flu.",https://www.politifact.com/factchecks/2023/mar/06/donald-trump/donald-trump-wrong-saying-barack-obama-did-nothing/,Donald Trump,"March 4, 2023","March 6, 2023",FALSE
647,648,“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing?on the coronavirus.,https://www.politifact.com/factchecks/2023/mar/06/donald-trump/trump-wrongly-blames-obama-limits-coronavirus-test/,Donald Trump,"March 4, 2023","March 6, 2023",FALSE
661,662,Says the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,https://www.politifact.com/factchecks/2023/mar/05/blog-posting/blog-falsely-claims-pope-francis-tested-positive-s/,Bloggers,"March 3, 2023","March 5, 2023",FALSE
673,674,"Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at?for possible coronavirus infections.",https://www.politifact.com/factchecks/2023/mar/03/viral-image/no-brownsville-texas-hospital-isnt-treating-two-co/,Viral image,"March 2, 2023","March 3, 2023",FALSE
674,675,Says no one has died from the coronavirus in the United States.,https://www.politifact.com/factchecks/2023/mar/03/instagram-posts/nine-people-have-died-coronavirus-united-states/,Instagram posts,"March 1, 2023","March 3, 2023",FALSE
681,682,"""Sanitizer will do nothing for the coronavirus.""",https://www.politifact.com/factchecks/2023/mar/03/facebook-posts/hand-sanitizer-can-be-used-prevent-coronavirus-inf/,Facebook posts,"March 2, 2023","March 3, 2023",FALSE
796,797,Says Kate Spade worked with the Clintons and suggests they were involved in her death.,https://www.politifact.com/factchecks/2023/feb/18/facebook-posts/conspiracy-theory-tries-connect-clintons-kate-spad/,Facebook posts,"July 21, 2019","February 18, 2023",FALSE
888,889,"Says the Democratic Party ""took Social Security from the independent ‘Trust Fund?and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security (FICA) withholding.""",https://www.politifact.com/factchecks/2023/jan/29/facebook-posts/two-pronged-attack-democrats-over-social-security-/,Facebook posts,"July 13, 2018","January 29, 2023",FALSE
973,974,"Says Barabara Walters wrote that Jane Fonda ""betrayed not only the idea of our country, but specific men who served and sacrificed during the Vietnam War.""",https://www.politifact.com/factchecks/2023/jan/13/facebook-posts/theres-still-no-evidence-barbara-walters-wrote-abo/,Facebook posts,"May 16, 2018","January 13, 2023",FALSE
1034,1035,"""Florida school drops Common Core ?soars to number one""",https://www.politifact.com/factchecks/2023/jan/02/blog-posting/no-florida-school-did-not-ditch-common-core-and-th/,Bloggers,"June 27, 2018","January 2, 2023",FALSE
1267,1268,"Says Brooke Baldwin said, ""Don’t hire veterans! They’re too damaged to be trusted with authority.""",https://www.politifact.com/factchecks/2019/oct/25/viral-image/brooke-baldwin-didnt-say-about-veterans-she-did-co/,Viral image,"May 4, 2015","October 25, 2019",FALSE
1368,1369,"""A lot of people are talking about"" the removal of a ""very fair prosecutor"" in Ukraine.",https://www.politifact.com/factchecks/2019/sep/26/donald-trump/donald-trumps-boasts-about-former-ukrainian-prosec/,Donald Trump,"July 25, 2019","September 26, 2019",FALSE
1369,1370,Says a photo shows a dog who has slept by his master’s grave every night for seven years.,https://www.politifact.com/factchecks/2019/sep/26/viral-image/dog-named-capitan-known-sleeping-his-owners-grave-/,Viral image,"June 19, 2019","September 26, 2019",FALSE
1371,1372,Says police are warning shoppers to use wipes to clean their carts over deadly risk of fentanyl residue.,https://www.politifact.com/factchecks/2019/sep/26/facebook-posts/no-police-arent-warning-shoppers-use-wipes-carts-o/,Facebook posts,"May 15, 2019","September 26, 2019",FALSE
1482,1483,"""If you need to call 911 but are scared to because of someone in the room dial and ask for a pepperoni pizza.""",https://www.politifact.com/factchecks/2019/aug/23/viral-image/911-pepperoni-pizza-tip-myth/,Viral image,"June 23, 2019","August 23, 2019",FALSE
1483,1484,"""Elected officials draw (legislative redistricting) maps. That’s it.""",https://www.politifact.com/factchecks/2019/aug/23/adam-jarchow/former-wisconsin-rep-misses-mark-redistricting-cla/,Adam Jarchow,"July 16, 2019","August 23, 2019",FALSE
1524,1525,Says that ice melting in a cup illustrates that sea levels don’t rise when icebergs melt.,https://www.politifact.com/factchecks/2019/aug/12/viral-image/viral-photo-ice-melting-cup-misrepresents-icebergs/,Viral image,"July 31, 2019","August 12, 2019",FALSE
1533,1534,"Says Bernie Sanders wants ""to make the cut off date for abortions up to 36 weeks"" because he says ""a baby at that point feels no pain and has no rights to life.""",https://www.politifact.com/factchecks/2019/aug/09/viral-image/fact-checking-bernie-sanders-abortion-position/,Viral image,"June 9, 2016","August 9, 2019",FALSE
1546,1547,"Says congressional salaries have gone up 231% over the last 30 years...Now Congress is saying they need a $4,500 raise.",https://www.politifact.com/factchecks/2019/aug/07/facebook-posts/no-congressional-salaries-have-not-gone-231-over-l/,Facebook posts,"July 19, 2019","August 7, 2019",FALSE
1547,1548,"""What Congress is considering would cut money that vulnerable patients rely on the most. That means seniors, children and Americans who rely on Medicaid would be hurt. ?Tell Congress we can end surprise billing without shredding the safety net.""",https://www.politifact.com/factchecks/2019/aug/07/physicians-fair-coverage/doctors-argue-plans-remedy-surprise-medical-bills-/,Physicians for Fair Coverage,"July 15, 2019","August 7, 2019",FALSE
1564,1565,"Says that under President Donald Trump, ""not only have we not gone after al-Qaida ... our president is supporting al-Qaida.""",https://www.politifact.com/factchecks/2019/aug/02/tulsi-gabbard/tulsi-gabbard-cites-us-arms-sales-saudi-arabia-fal/,Tulsi Gabbard,"July 31, 2019","August 2, 2019",FALSE
1565,1566,"U.S. farmers are receiving $16 billion ""out of the tariffs that we’ve gotten from China.""",https://www.politifact.com/factchecks/2019/aug/02/donald-trump/no-china-not-paying-us-farmers-16b-through-tariffs/,Donald Trump,"July 12, 2019","August 2, 2019",FALSE
1568,1569,"Says ex-Lt. Gov. Evelyn Sanguinetti ""publicly did not stand in opposition to"" former Gov. Bruce Rauner’s decision to sign a bill that expanded the public funding of abortions in Illinois.",https://www.politifact.com/factchecks/2019/aug/01/jeanne-ives/ives-falsely-claims-primary-foe-did-not-publicly-o/,Jeanne Ives,"July 26, 2019","August 1, 2019",FALSE
1573,1574,"Says a photo showing thousands on a ship next to a crowded dock are ""Europeans trying to get to North Africa during World War II.""",https://www.politifact.com/factchecks/2019/jul/29/viral-image/viral-photo-migrants-ship-during-world-war-ii-your/,Viral image,"July 24, 2019","July 29, 2019",FALSE
1576,1577,"Says Werner Herzog said, ""Dear America: You are waking up, as Germany once did, to the awareness that 1/3 of your people would kill another 1/3, while 1/3 watches.""",https://www.politifact.com/factchecks/2019/jul/26/viral-image/no-werner-herzog-didnt-say-about-america-and-germa/,Viral image,"July 20, 2019","July 26, 2019",FALSE
1578,1579,Says Whoopi Goldberg kept her job and was applauded by ABC after calling Jeanine Pirro a racist slur.,https://www.politifact.com/factchecks/2019/jul/26/viral-image/no-evidence-whoopi-goldberg-called-jeanine-pirro-s/,Viral image,"July 22, 2019","July 26, 2019",FALSE
1587,1588,"Says Donald Trump said, ""Immigrants aren’t people, they’re animals.""",https://www.politifact.com/factchecks/2019/jul/25/viral-image/facebook-post-immigration-misuses-old-trump-quote/,Viral image,"July 22, 2019","July 25, 2019",FALSE
1589,1590,"""George Washington, as many don’t know, was not the first President of the United States. The first President of the United States was one John Hanson, and he was a black man.""",https://www.politifact.com/factchecks/2019/jul/25/blog-posting/no-first-american-president-wasnt-black-man-named-/,Bloggers,"April 3, 2019","July 25, 2019",FALSE
1591,1592,"Soccer players on the U.S. women’s national team ""stomped"" on the American flag.",https://www.politifact.com/factchecks/2019/jul/25/facebook-posts/no-megan-rapinoe-didnt-stomp-american-flag/,Facebook posts,"July 8, 2019","July 25, 2019",FALSE
1592,1593,"A Donald Trump supporter held a sign at his rally ""mocking a dead migrant child.""",https://www.politifact.com/factchecks/2019/jul/25/facebook-posts/no-trump-supporter-wasnt-mocking-dead-migrant-chil/,Facebook posts,"July 4, 2019","July 25, 2019",FALSE
1594,1595,"Says Robert Mueller ""didn’t follow the special counsel regulations. It clearly says write a confidential report about decisions reached. Nowhere in here does it say write a report about decisions that were not reached.""",https://www.politifact.com/factchecks/2019/jul/24/john-ratcliffe/look-whether-robert-mueller-broke-rules-special-co/,John Ratcliffe,"July 24, 2019","July 24, 2019",FALSE
1596,1597,"""How many people have with a concealed carry permit have committed a crime in Virginia? ...The answer is zero.""",https://www.politifact.com/factchecks/2019/jul/24/bill-stanley/theres-no-proof-bill-stanleys-claim-about-va-conce/,Bill Stanley,"July 9, 2019","July 24, 2019",FALSE
1597,1598,"""Fox ‘News?just announced that they will not air Mueller’s testimony about his report, which they claim ‘exonerates?Trump.""",https://www.politifact.com/factchecks/2019/jul/23/occupy-democrats/no-fox-news-not-snubbing-muellers-testimony/,Occupy Democrats,"July 22, 2019","July 23, 2019",FALSE
1600,1601,"""Mexico, they took 30% of our automobile business.""",https://www.politifact.com/factchecks/2019/jul/23/donald-trump/no-mexico-didnt-take-30-us-auto-business-trump-cla/,Donald Trump,"July 12, 2019","July 23, 2019",FALSE
1601,1602,"Says Rep. Alexandria Ocasio-Cortez ""called our country and our people garbage.""",https://www.politifact.com/factchecks/2019/jul/23/donald-trump/no-ocasio-cortez-didnt-call-Americans-garbage/,Donald Trump,"July 23, 2019","July 23, 2019",FALSE
1604,1605,"Says Alexandria Ocasio-Cortez ""weeps over empty parking lot.""",https://www.politifact.com/factchecks/2019/jul/22/viral-image/no-isnt-photo-aoc-crying-over-parking-lot/,Viral image,"June 26, 2019","July 22, 2019",FALSE
1605,1606,"""Indiana actually has a higher gas tax than Illinois does even with the increase in (Illinois? taxes.""",https://www.politifact.com/factchecks/2019/jul/21/susana-mendoza/mendozas-comparison-indiana-and-illinois-gasoline-/,Susana Mendoza,"July 8, 2019","July 21, 2019",FALSE
1607,1608,"Says that when his supporters chanted ""send her back"" about Ilhan Omar, he stopped it.",https://www.politifact.com/factchecks/2019/jul/19/donald-trump/trump-said-when-crowd-chanted-send-her-back-about-/,Donald Trump,"July 18, 2019","July 19, 2019",FALSE
1609,1610,"Says President Donald Trump is one of ""only three people that won the Ellis Island Award for their work within the black community.""",https://www.politifact.com/factchecks/2019/jul/19/facebook-posts/trumps-ellis-island-award-was-not-work-within-blac/,Facebook posts,"July 18, 2019","July 19, 2019",FALSE
1614,1615,"Says the FDA will now require sealed ice cream cartons in response to the Blue Bell ice cream licker, thus driving up the cost for consumers.",https://www.politifact.com/factchecks/2019/jul/17/facebook-posts/no-fda-isnt-requiring-all-ice-cream-containers-be-/,Facebook posts,"July 15, 2019","July 17, 2019",FALSE
1617,1618,"Says ""Every single person who has cancer has a pH that is too acidic,"" and claims Dr. Otto Warburg won the Nobel Prize for proving that cancer can’t survive in an alkaline-rich environment and thrives in an acidic, low oxygen environment.",https://www.politifact.com/factchecks/2019/jul/17/facebook-posts/viral-meme-cancer-and-acidity-connection-gets-lot-/,Facebook posts,"July 5, 2019","July 17, 2019",FALSE
1621,1622,"""San Francisco has spent $72.5 million this fiscal year cleaning up human waste and drug paraphernalia"" and ""there are more drug users on their public needle program than high school graduates.""",https://www.politifact.com/factchecks/2019/jul/16/turning-point-usa/san-francisco-isnt-spending-725-million-clean-huma/,Turning Point USA,"July 1, 2019","July 16, 2019",FALSE
1623,1624,"Says Rep. Ilhan Omar, D-Minn., was ""speaking about how wonderful al-Qaida is.""",https://www.politifact.com/factchecks/2019/jul/16/donald-trump/donald-trump-twists-ilhan-omar-comments/,Donald Trump,"July 15, 2019","July 16, 2019",FALSE
1624,1625,"""We won (Wisconsin in 2016) not so late in the evening ?a little bit early in the evening, actually, which is even better.""",https://www.politifact.com/factchecks/2019/jul/15/donald-trump/donald-trump-claims-he-won-wisconsin-early-2016/,Donald Trump,"July 12, 2019","July 15, 2019",FALSE
1625,1626,"""Somebody in the Obama regime decided to get rid of"" the citizenship question in the census.",https://www.politifact.com/factchecks/2019/jul/15/rush-limbaugh/limbaugh-wrongly-blames-obama-no-census-citizenshi/,Rush Limbaugh,"July 12, 2019","July 15, 2019",FALSE
1626,1627,"Quotes George Washington as saying ""it is impossible to rightly govern a nation without God and the Bible.""",https://www.politifact.com/factchecks/2019/jul/15/facebook-posts/no-evidence-george-washington-said-its-impossible-/,Facebook posts,"July 11, 2019","July 15, 2019",FALSE
1628,1629,"""42 percent of (Walmart’s) associates are black.""",https://www.politifact.com/factchecks/2019/jul/12/bernie-sanders/bernie-sanders-said-huge-percentage-walmart-worker/,Bernie Sanders,"July 10, 2019","July 12, 2019",FALSE
1637,1638,"The ""establishment media ignored"" President Donald Trump’s Fourth of July event.",https://www.politifact.com/factchecks/2019/jul/11/breitbart/no-establishment-media-didnt-ignore-president-trum/,Breitbart,"July 5, 2019","July 11, 2019",FALSE
1644,1645,"""The Nevada Gaming Commission did not find Trump ‘trustworthy?enough for a gaming license.""",https://www.politifact.com/factchecks/2019/jul/09/viral-image/no-evidence-nevada-gaming-commission-said-donald-t/,Viral image,"June 20, 2019","July 9, 2019",FALSE
1645,1646,"""Nearly every state that has legalized (marijuana) has also legislated that you lose your right to own a gun if you are prescribed, or buy it recreationally.""",https://www.politifact.com/factchecks/2019/jul/09/viral-image/states-havent-legislated-marijuana-users-lose-guns/,Viral image,"May 14, 2019","July 9, 2019",FALSE
1649,1650,"Says the National Mall’s webcam was ""abruptly shut down"" and removed from the White House’s website to stop viewers from seeing the lack of attendees at president Trump’s Fourth of July event.",https://www.politifact.com/factchecks/2019/jul/09/facebook-posts/posts-saying-trumps-July-4-event-drew-small-crowd/,Facebook posts,"July 4, 2019","July 9, 2019",FALSE
